,Estacion_x,Estacion_y,Distancia
3367,Marcos juarez,Oliveros,119
3368,Marcos juarez,Oran aero,1081
3369,Marcos juarez,Parana,15114
3370,Marcos juarez,Parana aero,183
3371,Marcos juarez,Paso de los libres aero,577
3372,Marcos juarez,Pehuajo aero,352
3373,Marcos juarez,Pergamino,201
3374,Marcos juarez,Pigue aero,548
3375,Marcos juarez,Pilar obs.,199
3376,Marcos juarez,Posadas aero,834
3377,Marcos juarez,Punta indio b.a.,533
3378,Marcos juarez,Rafaela,175
3379,Marcos juarez,Reconquista,452
3380,Marcos juarez,Reconquista aero,451
3381,Marcos juarez,Resistencia aero,653
3382,Marcos juarez,Rio cuarto aero,205
3383,Marcos juarez,Roque saenz pena,665
3384,Marcos juarez,Rosario aero,128
3385,Marcos juarez,Salta aero,931
3386,Marcos juarez,San juan,602
3387,Marcos juarez,San juan aero,605
3388,Marcos juarez,San luis aero,399
3389,Marcos juarez,San martin (mza),594
3390,Marcos juarez,San miguel,376
3391,Marcos juarez,San pedro,252
3392,Marcos juarez,San rafael aero,618
3393,Marcos juarez,Santa rosa aero,477
3394,Marcos juarez,Santiago del estero aero,585
3395,Marcos juarez,Sauce viejo aero,163
3396,Marcos juarez,Tandil aero,570
3397,Marcos juarez,Tinogasta,735
3398,Marcos juarez,Tres arroyos,655
3399,Marcos juarez,Unr-zavalla,121
3400,Marcos juarez,Villa dolores aero,296
3401,Marcos juarez,Villa mercedes,333
3402,Marcos juarez,Villa reynolds aero,323
3403,Marcos juarez aero,9 de julio,328
3404,Marcos juarez aero,Aeroparque aero,404
3405,Marcos juarez aero,Anguil,456
3406,Marcos juarez aero,Bahia blanca aero,671
3407,Marcos juarez aero,Balcarce,663
3408,Marcos juarez aero,Barrow,650
3409,Marcos juarez aero,Bella vista,564
3410,Marcos juarez aero,Bordenave,580
3411,Marcos juarez aero,Buenos aires,400
3412,Marcos juarez aero,Castelar,6111
3413,Marcos juarez aero,Catamarca aero,570
3414,Marcos juarez aero,Ceres aero,313
3415,Marcos juarez aero,Cerro azul,854
3416,Marcos juarez aero,Colonia benitez,661
3417,Marcos juarez aero,Conc. del uruguay,6190
3418,Marcos juarez aero,Concordia aero,420
3419,Marcos juarez aero,Cordoba aero,246
3420,Marcos juarez aero,Cordoba observatorio,238
3421,Marcos juarez aero,Coronel suarez aero,530
3422,Marcos juarez aero,Corrientes aero,666
3423,Marcos juarez aero,Dolores aero,573
3424,Marcos juarez aero,Ezeiza aero,409
3425,Marcos juarez aero,Famailla,700
3426,Marcos juarez aero,Formosa aero,813
3427,Marcos juarez aero,General pico aero,365
3428,Marcos juarez aero,Gualeguaychu aero,332
3429,Marcos juarez aero,Hilario ascasubi,746
3430,Marcos juarez aero,Iguazu aero,1072
3431,Marcos juarez aero,Jujuy aero,966
3432,Marcos juarez aero,Junin aero,236
3433,Marcos juarez aero,La consulta,658
3434,Marcos juarez aero,La plata aero,468
3435,Marcos juarez aero,La rioja aero,574
3436,Marcos juarez aero,Laboulaye aero,196
3437,Marcos juarez aero,Laquiaca obs.,1224
3438,Marcos juarez aero,Las brenas,628
3439,Marcos juarez aero,Las lomitas,900
3440,Marcos juarez aero,Malargue aero,751
3441,Marcos juarez aero,Manfredi,179
3442,Marcos juarez aero,Mar del plata aero,715
3443,Marcos juarez aero,Marcos juarez,2
3444,Marcos juarez aero,Marcos juarez aero,0
3445,Marcos juarez aero,Mendoza aero,621
3446,Marcos juarez aero,Mendoza observatorio,628
3447,Marcos juarez aero,Mercedad (ctes),554
3448,Marcos juarez aero,Monte caseros aero,504
3449,Marcos juarez aero,Neuquen aero,881
3450,Marcos juarez aero,Oliveros,122
3451,Marcos juarez aero,Oran aero,1081
3452,Marcos juarez aero,Parana,15114
3453,Marcos juarez aero,Parana aero,185
3454,Marcos juarez aero,Paso de los libres aero,580
3455,Marcos juarez aero,Pehuajo aero,352
3456,Marcos juarez aero,Pergamino,203
3457,Marcos juarez aero,Pigue aero,548
3458,Marcos juarez aero,Pilar obs.,197
3459,Marcos juarez aero,Posadas aero,836
3460,Marcos juarez aero,Punta indio b.a.,535
3461,Marcos juarez aero,Rafaela,176
3462,Marcos juarez aero,Reconquista,453
3463,Marcos juarez aero,Reconquista aero,452
3464,Marcos juarez aero,Resistencia aero,654
3465,Marcos juarez aero,Rio cuarto aero,203
3466,Marcos juarez aero,Roque saenz pena,666
3467,Marcos juarez aero,Rosario aero,130
3468,Marcos juarez aero,Salta aero,930
3469,Marcos juarez aero,San juan,599
3470,Marcos juarez aero,San juan aero,603
3471,Marcos juarez aero,San luis aero,397
3472,Marcos juarez aero,San martin (mza),591
3473,Marcos juarez aero,San miguel,378
3474,Marcos juarez aero,San pedro,255
3475,Marcos juarez aero,San rafael aero,616
3476,Marcos juarez aero,Santa rosa aero,476
3477,Marcos juarez aero,Santiago del estero aero,584
3478,Marcos juarez aero,Sauce viejo aero,165
3479,Marcos juarez aero,Tandil aero,572
3480,Marcos juarez aero,Tinogasta,732
3481,Marcos juarez aero,Tres arroyos,655
3482,Marcos juarez aero,Unr-zavalla,124
3483,Marcos juarez aero,Villa dolores aero,293
3484,Marcos juarez aero,Villa mercedes,330
3485,Marcos juarez aero,Villa reynolds aero,321
3486,Mendoza aero,9 de julio,784
3487,Mendoza aero,Aeroparque aero,979
3488,Mendoza aero,Anguil,600
3489,Mendoza aero,Bahia blanca aero,887
3490,Mendoza aero,Balcarce,1097
3491,Mendoza aero,Barrow,984
3492,Mendoza aero,Bella vista,1063
3493,Mendoza aero,Bordenave,765
3494,Mendoza aero,Buenos aires,973
3495,Mendoza aero,Castelar,6605
3496,Mendoza aero,Catamarca aero,554
3497,Mendoza aero,Ceres aero,730
3498,Mendoza aero,Cerro azul,1406
3499,Mendoza aero,Colonia benitez,1122
3500,Mendoza aero,Conc. del uruguay,6189
3501,Mendoza aero,Concordia aero,1031
3502,Mendoza aero,Cordoba aero,464
3503,Mendoza aero,Cordoba observatorio,460
3504,Mendoza aero,Coronel suarez aero,811
3505,Mendoza aero,Corrientes aero,1134
3506,Mendoza aero,Dolores aero,1085
3507,Mendoza aero,Ezeiza aero,972
3508,Mendoza aero,Famailla,720
3509,Mendoza aero,Formosa aero,1258
3510,Mendoza aero,General pico aero,561
3511,Mendoza aero,Gualeguaychu aero,950
3512,Mendoza aero,Hilario ascasubi,915
3513,Mendoza aero,Iguazu aero,1595
3514,Mendoza aero,Jujuy aero,1006
3515,Mendoza aero,Junin aero,752
3516,Mendoza aero,La consulta,104
3517,Mendoza aero,La plata aero,1034
3518,Mendoza aero,La rioja aero,428
3519,Mendoza aero,Laboulaye aero,524
3520,Mendoza aero,Laquiaca obs.,1233
3521,Mendoza aero,Las brenas,977
3522,Mendoza aero,Las lomitas,1206
3523,Mendoza aero,Malargue aero,303
3524,Mendoza aero,Manfredi,485
3525,Mendoza aero,Mar del plata aero,1163
3526,Mendoza aero,Marcos juarez,624
3527,Mendoza aero,Marcos juarez aero,621
3528,Mendoza aero,Mendoza aero,0
3529,Mendoza aero,Mendoza observatorio,9
3530,Mendoza aero,Mercedad (ctes),1104
3531,Mendoza aero,Monte caseros aero,1094
3532,Mendoza aero,Neuquen aero,683
3533,Mendoza aero,Oliveros,744
3534,Mendoza aero,Oran aero,1162
3535,Mendoza aero,Parana,14955
3536,Mendoza aero,Parana aero,790
3537,Mendoza aero,Paso de los libres aero,1160
3538,Mendoza aero,Pehuajo aero,719
3539,Mendoza aero,Pergamino,775
3540,Mendoza aero,Pigue aero,788
3541,Mendoza aero,Pilar obs.,479
3542,Mendoza aero,Posadas aero,1372
3543,Mendoza aero,Punta indio b.a.,1097
3544,Mendoza aero,Rafaela,707
3545,Mendoza aero,Reconquista,957
3546,Mendoza aero,Reconquista aero,956
3547,Mendoza aero,Resistencia aero,1111
3548,Mendoza aero,Rio cuarto aero,423
3549,Mendoza aero,Roque saenz pena,1042
3550,Mendoza aero,Rosario aero,748
3551,Mendoza aero,Salta aero,945
3552,Mendoza aero,San juan,168
3553,Mendoza aero,San juan aero,144
3554,Mendoza aero,San luis aero,233
3555,Mendoza aero,San martin (mza),41
3556,Mendoza aero,San miguel,951
3557,Mendoza aero,San pedro,852
3558,Mendoza aero,San rafael aero,199
3559,Mendoza aero,Santa rosa aero,587
3560,Mendoza aero,Santiago del estero aero,710
3561,Mendoza aero,Sauce viejo aero,761
3562,Mendoza aero,Tandil aero,998
3563,Mendoza aero,Tinogasta,545
3564,Mendoza aero,Tres arroyos,983
3565,Mendoza aero,Unr-zavalla,739
3566,Mendoza aero,Villa dolores aero,356
3567,Mendoza aero,Villa mercedes,324
3568,Mendoza aero,Villa reynolds aero,333
3569,Mendoza observatorio,9 de julio,787
3570,Mendoza observatorio,Aeroparque aero,984
3571,Mendoza observatorio,Anguil,600
3572,Mendoza observatorio,Bahia blanca aero,886
3573,Mendoza observatorio,Balcarce,1099
3574,Mendoza observatorio,Barrow,985
3575,Mendoza observatorio,Bella vista,1072
3576,Mendoza observatorio,Bordenave,764
3577,Mendoza observatorio,Buenos aires,978
3578,Mendoza observatorio,Castelar,6607
3579,Mendoza observatorio,Catamarca aero,563
3580,Mendoza observatorio,Ceres aero,739
3581,Mendoza observatorio,Cerro azul,1414
3582,Mendoza observatorio,Colonia benitez,1131
3583,Mendoza observatorio,Conc. del uruguay,6183
3584,Mendoza observatorio,Concordia aero,1038
3585,Mendoza observatorio,Cordoba aero,472
3586,Mendoza observatorio,Cordoba observatorio,468
3587,Mendoza observatorio,Coronel suarez aero,811
3588,Mendoza observatorio,Corrientes aero,1143
3589,Mendoza observatorio,Dolores aero,1088
3590,Mendoza observatorio,Ezeiza aero,977
3591,Mendoza observatorio,Famailla,729
3592,Mendoza observatorio,Formosa aero,1268
3593,Mendoza observatorio,General pico aero,563
3594,Mendoza observatorio,Gualeguaychu aero,957
3595,Mendoza observatorio,Hilario ascasubi,913
3596,Mendoza observatorio,Iguazu aero,1604
3597,Mendoza observatorio,Jujuy aero,1015
3598,Mendoza observatorio,Junin aero,756
3599,Mendoza observatorio,La consulta,96
3600,Mendoza observatorio,La plata aero,1038
3601,Mendoza observatorio,La rioja aero,437
3602,Mendoza observatorio,Laboulaye aero,529
3603,Mendoza observatorio,Laquiaca obs.,1242
3604,Mendoza observatorio,Las brenas,986
3605,Mendoza observatorio,Las lomitas,1215
3606,Mendoza observatorio,Malargue aero,295
3607,Mendoza observatorio,Manfredi,493
3608,Mendoza observatorio,Mar del plata aero,1165
3609,Mendoza observatorio,Marcos juarez,631
3610,Mendoza observatorio,Marcos juarez aero,628
3611,Mendoza observatorio,Mendoza aero,9
3612,Mendoza observatorio,Mendoza observatorio,0
3613,Mendoza observatorio,Mercedad (ctes),1112
3614,Mendoza observatorio,Monte caseros aero,1102
3615,Mendoza observatorio,Neuquen aero,677
3616,Mendoza observatorio,Oliveros,751
3617,Mendoza observatorio,Oran aero,1170
3618,Mendoza observatorio,Parana,14947
3619,Mendoza observatorio,Parana aero,797
3620,Mendoza observatorio,Paso de los libres aero,1168
3621,Mendoza observatorio,Pehuajo aero,721
3622,Mendoza observatorio,Pergamino,780
3623,Mendoza observatorio,Pigue aero,788
3624,Mendoza observatorio,Pilar obs.,487
3625,Mendoza observatorio,Posadas aero,1381
3626,Mendoza observatorio,Punta indio b.a.,1101
3627,Mendoza observatorio,Rafaela,715
3628,Mendoza observatorio,Reconquista,965
3629,Mendoza observatorio,Reconquista aero,965
3630,Mendoza observatorio,Resistencia aero,1120
3631,Mendoza observatorio,Rio cuarto aero,429
3632,Mendoza observatorio,Roque saenz pena,1051
3633,Mendoza observatorio,Rosario aero,755
3634,Mendoza observatorio,Salta aero,953
3635,Mendoza observatorio,San juan,176
3636,Mendoza observatorio,San juan aero,152
3637,Mendoza observatorio,San luis aero,238
3638,Mendoza observatorio,San martin (mza),42
3639,Mendoza observatorio,San miguel,956
3640,Mendoza observatorio,San pedro,858
3641,Mendoza observatorio,San rafael aero,193
3642,Mendoza observatorio,Santa rosa aero,587
3643,Mendoza observatorio,Santiago del estero aero,719
3644,Mendoza observatorio,Sauce viejo aero,768
3645,Mendoza observatorio,Tandil aero,1000
3646,Mendoza observatorio,Tinogasta,553
3647,Mendoza observatorio,Tres arroyos,983
3648,Mendoza observatorio,Unr-zavalla,745
3649,Mendoza observatorio,Villa dolores aero,364
3650,Mendoza observatorio,Villa mercedes,328
3651,Mendoza observatorio,Villa reynolds aero,338
3652,Mercedad (ctes),9 de julio,747
3653,Mercedad (ctes),Aeroparque aero,600
3654,Mercedad (ctes),Anguil,986
3655,Mercedad (ctes),Bahia blanca aero,1127
3656,Mercedad (ctes),Balcarce,954
3657,Mercedad (ctes),Barrow,1038
3658,Mercedad (ctes),Bella vista,120
3659,Mercedad (ctes),Bordenave,1070
3660,Mercedad (ctes),Buenos aires,604
3661,Mercedad (ctes),Castelar,6020
3662,Mercedad (ctes),Catamarca aero,755
3663,Mercedad (ctes),Ceres aero,386
3664,Mercedad (ctes),Cerro azul,304
3665,Mercedad (ctes),Colonia benitez,214
3666,Mercedad (ctes),Conc. del uruguay,6571
3667,Mercedad (ctes),Concordia aero,236
3668,Mercedad (ctes),Cordoba aero,640
3669,Mercedad (ctes),Cordoba observatorio,643
3670,Mercedad (ctes),Coronel suarez aero,988
3671,Mercedad (ctes),Corrientes aero,204
3672,Mercedad (ctes),Dolores aero,795
3673,Mercedad (ctes),Ezeiza aero,629
3674,Mercedad (ctes),Famailla,762
3675,Mercedad (ctes),Formosa aero,329
3676,Mercedad (ctes),General pico aero,902
3677,Mercedad (ctes),Gualeguaychu aero,430
3678,Mercedad (ctes),Hilario ascasubi,1210
3679,Mercedad (ctes),Iguazu aero,517
3680,Mercedad (ctes),Jujuy aero,880
3681,Mercedad (ctes),Junin aero,658
3682,Mercedad (ctes),La consulta,1167
3683,Mercedad (ctes),La plata aero,645
3684,Mercedad (ctes),La rioja aero,850
3685,Mercedad (ctes),Laboulaye aero,747
3686,Mercedad (ctes),Laquiaca obs.,1092
3687,Mercedad (ctes),Las brenas,379
3688,Mercedad (ctes),Las lomitas,558
3689,Mercedad (ctes),Malargue aero,1291
3690,Mercedad (ctes),Manfredi,624
3691,Mercedad (ctes),Mar del plata aero,974
3692,Mercedad (ctes),Marcos juarez,552
3693,Mercedad (ctes),Marcos juarez aero,554
3694,Mercedad (ctes),Mendoza aero,1104
3695,Mercedad (ctes),Mendoza observatorio,1112
3696,Mercedad (ctes),Mercedad (ctes),0
3697,Mercedad (ctes),Monte caseros aero,127
3698,Mercedad (ctes),Neuquen aero,1430
3699,Mercedad (ctes),Oliveros,462
3700,Mercedad (ctes),Oran aero,918
3701,Mercedad (ctes),Parana,15543
3702,Mercedad (ctes),Parana aero,374
3703,Mercedad (ctes),Paso de los libres aero,102
3704,Mercedad (ctes),Pehuajo aero,824
3705,Mercedad (ctes),Pergamino,580
3706,Mercedad (ctes),Pigue aero,1022
3707,Mercedad (ctes),Pilar obs.,627
3708,Mercedad (ctes),Posadas aero,281
3709,Mercedad (ctes),Punta indio b.a.,682
3710,Mercedad (ctes),Rafaela,406
3711,Mercedad (ctes),Reconquista,163
3712,Mercedad (ctes),Reconquista aero,162
3713,Mercedad (ctes),Resistencia aero,217
3714,Mercedad (ctes),Rio cuarto aero,737
3715,Mercedad (ctes),Roque saenz pena,349
3716,Mercedad (ctes),Rosario aero,492
3717,Mercedad (ctes),Salta aero,881
3718,Mercedad (ctes),San juan,1018
3719,Mercedad (ctes),San juan aero,1032
3720,Mercedad (ctes),San luis aero,913
3721,Mercedad (ctes),San martin (mza),1084
3722,Mercedad (ctes),San miguel,600
3723,Mercedad (ctes),San pedro,525
3724,Mercedad (ctes),San rafael aero,1149
3725,Mercedad (ctes),Santa rosa aero,1010
3726,Mercedad (ctes),Santiago del estero aero,633
3727,Mercedad (ctes),Sauce viejo aero,388
3728,Mercedad (ctes),Tandil aero,904
3729,Mercedad (ctes),Tinogasta,941
3730,Mercedad (ctes),Tres arroyos,1047
3731,Mercedad (ctes),Unr-zavalla,507
3732,Mercedad (ctes),Villa dolores aero,749
3733,Mercedad (ctes),Villa mercedes,869
3734,Mercedad (ctes),Villa reynolds aero,861
3735,Monte caseros aero,9 de julio,649
3736,Monte caseros aero,Aeroparque aero,482
3737,Monte caseros aero,Anguil,908
3738,Monte caseros aero,Bahia blanca aero,1026
3739,Monte caseros aero,Balcarce,833
3740,Monte caseros aero,Barrow,926
3741,Monte caseros aero,Bella vista,239
3742,Monte caseros aero,Bordenave,977
3743,Monte caseros aero,Buenos aires,486
3744,Monte caseros aero,Castelar,5919
3745,Monte caseros aero,Catamarca aero,807
3746,Monte caseros aero,Ceres aero,415
3747,Monte caseros aero,Cerro azul,362
3748,Monte caseros aero,Colonia benitez,340
3749,Monte caseros aero,Conc. del uruguay,6448
3750,Monte caseros aero,Concordia aero,119
3751,Monte caseros aero,Cordoba aero,638
3752,Monte caseros aero,Cordoba observatorio,639
3753,Monte caseros aero,Coronel suarez aero,889
3754,Monte caseros aero,Corrientes aero,331
3755,Monte caseros aero,Dolores aero,672
3756,Monte caseros aero,Ezeiza aero,511
3757,Monte caseros aero,Famailla,839
3758,Monte caseros aero,Formosa aero,455
3759,Monte caseros aero,General pico aero,829
3760,Monte caseros aero,Gualeguaychu aero,318
3761,Monte caseros aero,Hilario ascasubi,1109
3762,Monte caseros aero,Iguazu aero,592
3763,Monte caseros aero,Jujuy aero,984
3764,Monte caseros aero,Junin aero,567
3765,Monte caseros aero,La consulta,1148
3766,Monte caseros aero,La plata aero,523
3767,Monte caseros aero,La rioja aero,887
3768,Monte caseros aero,Laboulaye aero,688
3769,Monte caseros aero,Laquiaca obs.,1205
3770,Monte caseros aero,Las brenas,487
3771,Monte caseros aero,Las lomitas,684
3772,Monte caseros aero,Malargue aero,1255
3773,Monte caseros aero,Manfredi,608
3774,Monte caseros aero,Mar del plata aero,851
3775,Monte caseros aero,Marcos juarez,502
3776,Monte caseros aero,Marcos juarez aero,504
3777,Monte caseros aero,Mendoza aero,1094
3778,Monte caseros aero,Mendoza observatorio,1102
3779,Monte caseros aero,Mercedad (ctes),127
3780,Monte caseros aero,Monte caseros aero,0
3781,Monte caseros aero,Neuquen aero,1360
3782,Monte caseros aero,Oliveros,396
3783,Monte caseros aero,Oran aero,1033
3784,Monte caseros aero,Parana,15422
3785,Monte caseros aero,Parana aero,319
3786,Monte caseros aero,Paso de los libres aero,79
3787,Monte caseros aero,Pehuajo aero,733
3788,Monte caseros aero,Pergamino,490
3789,Monte caseros aero,Pigue aero,926
3790,Monte caseros aero,Pilar obs.,615
3791,Monte caseros aero,Posadas aero,359
3792,Monte caseros aero,Punta indio b.a.,557
3793,Monte caseros aero,Rafaela,387
3794,Monte caseros aero,Reconquista,232
3795,Monte caseros aero,Reconquista aero,230
3796,Monte caseros aero,Resistencia aero,343
3797,Monte caseros aero,Rio cuarto aero,701
3798,Monte caseros aero,Roque saenz pena,467
3799,Monte caseros aero,Rosario aero,418
3800,Monte caseros aero,Salta aero,980
3801,Monte caseros aero,San juan,1026
3802,Monte caseros aero,San juan aero,1037
3803,Monte caseros aero,San luis aero,888
3804,Monte caseros aero,San martin (mza),1070
3805,Monte caseros aero,San miguel,485
3806,Monte caseros aero,San pedro,425
3807,Monte caseros aero,San rafael aero,1117
3808,Monte caseros aero,Santa rosa aero,934
3809,Monte caseros aero,Santiago del estero aero,705
3810,Monte caseros aero,Sauce viejo aero,341
3811,Monte caseros aero,Tandil aero,788
3812,Monte caseros aero,Tinogasta,996
3813,Monte caseros aero,Tres arroyos,935
3814,Monte caseros aero,Unr-zavalla,433
3815,Monte caseros aero,Villa dolores aero,738
3816,Monte caseros aero,Villa mercedes,832
3817,Monte caseros aero,Villa reynolds aero,823
3818,Neuquen aero,9 de julio,751
3819,Neuquen aero,Aeroparque aero,994
3820,Neuquen aero,Anguil,456
3821,Neuquen aero,Bahia blanca aero,519
3822,Neuquen aero,Balcarce,867
3823,Neuquen aero,Barrow,688
3824,Neuquen aero,Bella vista,1445
3825,Neuquen aero,Bordenave,462
3826,Neuquen aero,Buenos aires,986
3827,Neuquen aero,Castelar,6167
3828,Neuquen aero,Catamarca aero,1172
3829,Neuquen aero,Ceres aero,1158
3830,Neuquen aero,Cerro azul,1721
3831,Neuquen aero,Colonia benitez,1540
3832,Neuquen aero,Conc. del uruguay,5507
3833,Neuquen aero,Concordia aero,1253
3834,Neuquen aero,Cordoba aero,921
3835,Neuquen aero,Cordoba observatorio,910
3836,Neuquen aero,Coronel suarez aero,570
3837,Neuquen aero,Corrientes aero,1546
3838,Neuquen aero,Dolores aero,962
3839,Neuquen aero,Ezeiza aero,969
3840,Neuquen aero,Famailla,1347
3841,Neuquen aero,Formosa aero,1691
3842,Neuquen aero,General pico aero,530
3843,Neuquen aero,Gualeguaychu aero,1081
3844,Neuquen aero,Hilario ascasubi,478
3845,Neuquen aero,Iguazu aero,1946
3846,Neuquen aero,Jujuy aero,1645
3847,Neuquen aero,Junin aero,807
3848,Neuquen aero,La consulta,587
3849,Neuquen aero,La plata aero,1011
3850,Neuquen aero,La rioja aero,1071
3851,Neuquen aero,Laboulaye aero,685
3852,Neuquen aero,Laquiaca obs.,1889
3853,Neuquen aero,Las brenas,1470
3854,Neuquen aero,Las lomitas,1735
3855,Neuquen aero,Malargue aero,406
3856,Neuquen aero,Manfredi,885
3857,Neuquen aero,Mar del plata aero,926
3858,Neuquen aero,Marcos juarez,883
3859,Neuquen aero,Marcos juarez aero,881
3860,Neuquen aero,Mendoza aero,683
3861,Neuquen aero,Mendoza observatorio,677
3862,Neuquen aero,Mercedad (ctes),1430
3863,Neuquen aero,Monte caseros aero,1360
3864,Neuquen aero,Neuquen aero,0
3865,Neuquen aero,Oliveros,968
3866,Neuquen aero,Oran aero,1793
3867,Neuquen aero,Parana,14320
3868,Neuquen aero,Parana aero,1055
3869,Neuquen aero,Paso de los libres aero,1439
3870,Neuquen aero,Pehuajo aero,653
3871,Neuquen aero,Pergamino,878
3872,Neuquen aero,Pigue aero,523
3873,Neuquen aero,Pilar obs.,895
3874,Neuquen aero,Posadas aero,1709
3875,Neuquen aero,Punta indio b.a.,1047
3876,Neuquen aero,Rafaela,1051
3877,Neuquen aero,Reconquista,1334
3878,Neuquen aero,Reconquista aero,1333
3879,Neuquen aero,Resistencia aero,1532
3880,Neuquen aero,Rio cuarto aero,738
3881,Neuquen aero,Roque saenz pena,1521
3882,Neuquen aero,Rosario aero,942
3883,Neuquen aero,Salta aero,1588
3884,Neuquen aero,San juan,843
3885,Neuquen aero,San juan aero,821
3886,Neuquen aero,San luis aero,651
3887,Neuquen aero,San martin (mza),653
3888,Neuquen aero,San miguel,971
3889,Neuquen aero,San pedro,957
3890,Neuquen aero,San rafael aero,485
3891,Neuquen aero,Santa rosa aero,428
3892,Neuquen aero,Santiago del estero aero,1294
3893,Neuquen aero,Sauce viejo aero,1043
3894,Neuquen aero,Tandil aero,801
3895,Neuquen aero,Tinogasta,1214
3896,Neuquen aero,Tres arroyos,680
3897,Neuquen aero,Unr-zavalla,927
3898,Neuquen aero,Villa dolores aero,823
3899,Neuquen aero,Villa mercedes,628
3900,Neuquen aero,Villa reynolds aero,632
3901,Oliveros,9 de julio,321
3902,Oliveros,Aeroparque aero,317
3903,Oliveros,Anguil,524
3904,Oliveros,Bahia blanca aero,696
3905,Oliveros,Balcarce,622
3906,Oliveros,Barrow,643
3907,Oliveros,Bella vista,494
3908,Oliveros,Bordenave,621
3909,Oliveros,Buenos aires,315
3910,Oliveros,Castelar,6020
3911,Oliveros,Catamarca aero,643
3912,Oliveros,Ceres aero,315
3913,Oliveros,Cerro azul,753
3914,Oliveros,Colonia benitez,599
3915,Oliveros,Conc. del uruguay,6202
3916,Oliveros,Concordia aero,302
3917,Oliveros,Cordoba aero,345
3918,Oliveros,Cordoba observatorio,339
3919,Oliveros,Coronel suarez aero,553
3920,Oliveros,Corrientes aero,601
3921,Oliveros,Dolores aero,507
3922,Oliveros,Ezeiza aero,329
3923,Oliveros,Famailla,753
3924,Oliveros,Formosa aero,749
3925,Oliveros,General pico aero,440
3926,Oliveros,Gualeguaychu aero,215
3927,Oliveros,Hilario ascasubi,775
3928,Oliveros,Iguazu aero,978
3929,Oliveros,Jujuy aero,998
3930,Oliveros,Junin aero,222
3931,Oliveros,La consulta,780
3932,Oliveros,La plata aero,383
3933,Oliveros,La rioja aero,666
3934,Oliveros,Laboulaye aero,291
3935,Oliveros,Laquiaca obs.,1252
3936,Oliveros,Las brenas,606
3937,Oliveros,Las lomitas,873
3938,Oliveros,Malargue aero,867
3939,Oliveros,Manfredi,286
3940,Oliveros,Mar del plata aero,667
3941,Oliveros,Marcos juarez,119
3942,Oliveros,Marcos juarez aero,122
3943,Oliveros,Mendoza aero,744
3944,Oliveros,Mendoza observatorio,751
3945,Oliveros,Mercedad (ctes),462
3946,Oliveros,Monte caseros aero,396
3947,Oliveros,Neuquen aero,968
3948,Oliveros,Oliveros,0
3949,Oliveros,Oran aero,1099
3950,Oliveros,Parana,15145
3951,Oliveros,Parana aero,91
3952,Oliveros,Paso de los libres aero,474
3953,Oliveros,Pehuajo aero,377
3954,Oliveros,Pergamino,155
3955,Oliveros,Pigue aero,579
3956,Oliveros,Pilar obs.,301
3957,Oliveros,Posadas aero,741
3958,Oliveros,Punta indio b.a.,449
3959,Oliveros,Rafaela,166
3960,Oliveros,Reconquista,390
3961,Oliveros,Reconquista aero,388
3962,Oliveros,Resistencia aero,594
3963,Oliveros,Rio cuarto aero,325
3964,Oliveros,Roque saenz pena,632
3965,Oliveros,Rosario aero,41
3966,Oliveros,Salta aero,968
3967,Oliveros,San juan,716
3968,Oliveros,San juan aero,721
3969,Oliveros,San luis aero,519
3970,Oliveros,San martin (mza),714
3971,Oliveros,San miguel,296
3972,Oliveros,San pedro,166
3973,Oliveros,San rafael aero,735
3974,Oliveros,Santa rosa aero,548
3975,Oliveros,Santiago del estero aero,627
3976,Oliveros,Sauce viejo aero,93
3977,Oliveros,Tandil aero,541
3978,Oliveros,Tinogasta,817
3979,Oliveros,Tres arroyos,651
3980,Oliveros,Unr-zavalla,52
3981,Oliveros,Villa dolores aero,409
3982,Oliveros,Villa mercedes,450
3983,Oliveros,Villa reynolds aero,440
3984,Oran aero,9 de julio,1406
3985,Oran aero,Aeroparque aero,1392
3986,Oran aero,Anguil,1484
3987,Oran aero,Bahia blanca aero,1743
3988,Oran aero,Balcarce,1722
3989,Oran aero,Barrow,1730
3990,Oran aero,Bella vista,798
3991,Oran aero,Bordenave,1639
3992,Oran aero,Buenos aires,1393
3993,Oran aero,Castelar,6929
3994,Oran aero,Catamarca aero,621
3995,Oran aero,Ceres aero,784
3996,Oran aero,Cerro azul,1024
3997,Oran aero,Colonia benitez,721
3998,Oran aero,Conc. del uruguay,7254
3999,Oran aero,Concordia aero,1100
4000,Oran aero,Cordoba aero,907
4001,Oran aero,Cordoba observatorio,919
4002,Oran aero,Coronel suarez aero,1607
4003,Oran aero,Corrientes aero,736
4004,Oran aero,Dolores aero,1596
4005,Oran aero,Ezeiza aero,1412
4006,Oran aero,Famailla,447
4007,Oran aero,Formosa aero,703
4008,Oran aero,General pico aero,1395
4009,Oran aero,Gualeguaychu aero,1231
4010,Oran aero,Hilario ascasubi,1811
4011,Oran aero,Iguazu aero,1037
4012,Oran aero,Jujuy aero,157
4013,Oran aero,Junin aero,1309
4014,Oran aero,La consulta,1265
4015,Oran aero,La plata aero,1454
4016,Oran aero,La rioja aero,734
4017,Oran aero,Laboulaye aero,1224
4018,Oran aero,Laquiaca obs.,174
4019,Oran aero,Las brenas,546
4020,Oran aero,Las lomitas,417
4021,Oran aero,Malargue aero,1461
4022,Oran aero,Manfredi,965
