,Estacion_x,Estacion_y,Distancia
5994,San rafael aero,Coronel suarez aero,666
5995,San rafael aero,Corrientes aero,1213
5996,San rafael aero,Dolores aero,985
5997,San rafael aero,Ezeiza aero,901
5998,San rafael aero,Famailla,885
5999,San rafael aero,Formosa aero,1347
6000,San rafael aero,General pico aero,439
6001,San rafael aero,Gualeguaychu aero,921
6002,San rafael aero,Hilario ascasubi,739
6003,San rafael aero,Iguazu aero,1658
6004,San rafael aero,Jujuy aero,1179
6005,San rafael aero,Junin aero,683
6006,San rafael aero,La consulta,116
6007,San rafael aero,La plata aero,960
6008,San rafael aero,La rioja aero,598
6009,San rafael aero,Laboulaye aero,465
6010,San rafael aero,Laquiaca obs.,1415
6011,San rafael aero,Las brenas,1085
6012,San rafael aero,Las lomitas,1332
6013,San rafael aero,Malargue aero,146
6014,San rafael aero,Manfredi,529
6015,San rafael aero,Mar del plata aero,1037
6016,San rafael aero,Marcos juarez,618
6017,San rafael aero,Marcos juarez aero,616
6018,San rafael aero,Mendoza aero,199
6019,San rafael aero,Mendoza observatorio,193
6020,San rafael aero,Mercedad (ctes),1149
6021,San rafael aero,Monte caseros aero,1117
6022,San rafael aero,Neuquen aero,485
6023,San rafael aero,Oliveros,735
6024,San rafael aero,Oran aero,1331
6025,San rafael aero,Parana,14779
6026,San rafael aero,Parana aero,799
6027,San rafael aero,Paso de los libres aero,1190
6028,San rafael aero,Pehuajo aero,610
6029,San rafael aero,Pergamino,724
6030,San rafael aero,Pigue aero,635
6031,San rafael aero,Pilar obs.,530
6032,San rafael aero,Posadas aero,1428
6033,San rafael aero,Punta indio b.a.,1018
6034,San rafael aero,Rafaela,743
6035,San rafael aero,Reconquista,1017
6036,San rafael aero,Reconquista aero,1016
6037,San rafael aero,Resistencia aero,1193
6038,San rafael aero,Rio cuarto aero,416
6039,San rafael aero,Roque saenz pena,1145
6040,San rafael aero,Rosario aero,728
6041,San rafael aero,Salta aero,1120
6042,San rafael aero,San juan,358
6043,San rafael aero,San juan aero,335
6044,San rafael aero,San luis aero,239
6045,San rafael aero,San martin (mza),168
6046,San rafael aero,San miguel,886
6047,San rafael aero,San pedro,808
6048,San rafael aero,San rafael aero,0
6049,San rafael aero,Santa rosa aero,433
6050,San rafael aero,Santiago del estero aero,853
6051,San rafael aero,Sauce viejo aero,775
6052,San rafael aero,Tandil aero,875
6053,San rafael aero,Tinogasta,732
6054,San rafael aero,Tres arroyos,835
6055,San rafael aero,Unr-zavalla,716
6056,San rafael aero,Villa dolores aero,421
6057,San rafael aero,Villa mercedes,285
6058,San rafael aero,Villa reynolds aero,295
6059,Santa rosa aero,9 de julio,331
6060,Santa rosa aero,Aeroparque aero,576
6061,Santa rosa aero,Anguil,28
6062,Santa rosa aero,Bahia blanca aero,302
6063,Santa rosa aero,Balcarce,545
6064,Santa rosa aero,Barrow,404
6065,Santa rosa aero,Bella vista,1036
6066,Santa rosa aero,Bordenave,179
6067,Santa rosa aero,Buenos aires,569
6068,Santa rosa aero,Castelar,6027
6069,Santa rosa aero,Catamarca aero,900
6070,Santa rosa aero,Ceres aero,778
6071,Santa rosa aero,Cerro azul,1295
6072,Santa rosa aero,Colonia benitez,1137
6073,Santa rosa aero,Conc. del uruguay,5760
6074,Santa rosa aero,Concordia aero,825
6075,Santa rosa aero,Cordoba aero,587
6076,Santa rosa aero,Cordoba observatorio,574
6077,Santa rosa aero,Coronel suarez aero,232
6078,Santa rosa aero,Corrientes aero,1141
6079,Santa rosa aero,Dolores aero,587
6080,Santa rosa aero,Ezeiza aero,554
6081,Santa rosa aero,Famailla,1066
6082,Santa rosa aero,Formosa aero,1288
6083,Santa rosa aero,General pico aero,110
6084,Santa rosa aero,Gualeguaychu aero,652
6085,Santa rosa aero,Hilario ascasubi,342
6086,Santa rosa aero,Iguazu aero,1523
6087,Santa rosa aero,Jujuy aero,1359
6088,Santa rosa aero,Junin aero,378
6089,Santa rosa aero,La consulta,542
6090,Santa rosa aero,La plata aero,603
6091,Santa rosa aero,La rioja aero,835
6092,Santa rosa aero,Laboulaye aero,285
6093,Santa rosa aero,Laquiaca obs.,1616
6094,Santa rosa aero,Las brenas,1096
6095,Santa rosa aero,Las lomitas,1368
6096,Santa rosa aero,Malargue aero,492
6097,Santa rosa aero,Manfredi,532
6098,Santa rosa aero,Mar del plata aero,611
6099,Santa rosa aero,Marcos juarez,477
6100,Santa rosa aero,Marcos juarez aero,476
6101,Santa rosa aero,Mendoza aero,587
6102,Santa rosa aero,Mendoza observatorio,587
6103,Santa rosa aero,Mercedad (ctes),1010
6104,Santa rosa aero,Monte caseros aero,934
6105,Santa rosa aero,Neuquen aero,428
6106,Santa rosa aero,Oliveros,548
6107,Santa rosa aero,Oran aero,1494
6108,Santa rosa aero,Parana,14652
6109,Santa rosa aero,Parana aero,637
6110,Santa rosa aero,Paso de los libres aero,1013
6111,Santa rosa aero,Pehuajo aero,232
6112,Santa rosa aero,Pergamino,449
6113,Santa rosa aero,Pigue aero,202
6114,Santa rosa aero,Pilar obs.,547
6115,Santa rosa aero,Posadas aero,1287
6116,Santa rosa aero,Punta indio b.a.,649
6117,Santa rosa aero,Rafaela,652
6118,Santa rosa aero,Reconquista,928
6119,Santa rosa aero,Reconquista aero,926
6120,Santa rosa aero,Resistencia aero,1130
6121,Santa rosa aero,Rio cuarto aero,389
6122,Santa rosa aero,Roque saenz pena,1139
6123,Santa rosa aero,Rosario aero,518
6124,Santa rosa aero,Salta aero,1311
6125,Santa rosa aero,San juan,689
6126,Santa rosa aero,San juan aero,675
6127,Santa rosa aero,San luis aero,414
6128,Santa rosa aero,San martin (mza),546
6129,Santa rosa aero,San miguel,552
6130,Santa rosa aero,San pedro,528
6131,Santa rosa aero,San rafael aero,433
6132,Santa rosa aero,Santa rosa aero,0
6133,Santa rosa aero,Santiago del estero aero,981
6134,Santa rosa aero,Sauce viejo aero,629
6135,Santa rosa aero,Tandil aero,453
6136,Santa rosa aero,Tinogasta,999
6137,Santa rosa aero,Tres arroyos,401
6138,Santa rosa aero,Unr-zavalla,503
6139,Santa rosa aero,Villa dolores aero,522
6140,Santa rosa aero,Villa mercedes,337
6141,Santa rosa aero,Villa reynolds aero,334
6142,Santiago del estero aero,9 de julio,913
6143,Santiago del estero aero,Aeroparque aero,940
6144,Santiago del estero aero,Anguil,972
6145,Santiago del estero aero,Bahia blanca aero,1234
6146,Santiago del estero aero,Balcarce,1243
6147,Santiago del estero aero,Barrow,1233
6148,Santiago del estero aero,Bella vista,532
6149,Santiago del estero aero,Bordenave,1128
6150,Santiago del estero aero,Buenos aires,939
6151,Santiago del estero aero,Castelar,6604
6152,Santiago del estero aero,Catamarca aero,169
6153,Santiago del estero aero,Ceres aero,329
6154,Santiago del estero aero,Cerro azul,873
6155,Santiago del estero aero,Colonia benitez,530
6156,Santiago del estero aero,Conc. del uruguay,6742
6157,Santiago del estero aero,Concordia aero,725
6158,Santiago del estero aero,Cordoba aero,394
6159,Santiago del estero aero,Cordoba observatorio,407
6160,Santiago del estero aero,Coronel suarez aero,1100
6161,Santiago del estero aero,Corrientes aero,546
6162,Santiago del estero aero,Dolores aero,1135
6163,Santiago del estero aero,Ezeiza aero,955
6164,Santiago del estero aero,Famailla,135
6165,Santiago del estero aero,Formosa aero,625
6166,Santiago del estero aero,General pico aero,883
6167,Santiago del estero aero,Gualeguaychu aero,798
6168,Santiago del estero aero,Hilario ascasubi,1301
6169,Santiago del estero aero,Iguazu aero,1000
6170,Santiago del estero aero,Jujuy aero,384
6171,Santiago del estero aero,Junin aero,820
6172,Santiago del estero aero,La consulta,807
6173,Santiago del estero aero,La plata aero,1005
6174,Santiago del estero aero,La rioja aero,302
6175,Santiago del estero aero,Laboulaye aero,713
6176,Santiago del estero aero,Laquiaca obs.,642
6177,Santiago del estero aero,Las brenas,324
6178,Santiago del estero aero,Las lomitas,502
6179,Santiago del estero aero,Malargue aero,992
6180,Santiago del estero aero,Manfredi,454
6181,Santiago del estero aero,Mar del plata aero,1292
6182,Santiago del estero aero,Marcos juarez,585
6183,Santiago del estero aero,Marcos juarez aero,584
6184,Santiago del estero aero,Mendoza aero,710
6185,Santiago del estero aero,Mendoza observatorio,719
6186,Santiago del estero aero,Mercedad (ctes),633
6187,Santiago del estero aero,Monte caseros aero,705
6188,Santiago del estero aero,Neuquen aero,1294
6189,Santiago del estero aero,Oliveros,627
6190,Santiago del estero aero,Oran aero,512
6191,Santiago del estero aero,Parana,15613
6192,Santiago del estero aero,Parana aero,580
6193,Santiago del estero aero,Paso de los libres aero,729
6194,Santiago del estero aero,Pehuajo aero,927
6195,Santiago del estero aero,Pergamino,773
6196,Santiago del estero aero,Pigue aero,1109
6197,Santiago del estero aero,Pilar obs.,437
6198,Santiago del estero aero,Posadas aero,821
6199,Santiago del estero aero,Punta indio b.a.,1068
6200,Santiago del estero aero,Rafaela,464
6201,Santiago del estero aero,Reconquista,476
6202,Santiago del estero aero,Reconquista aero,478
6203,Santiago del estero aero,Resistencia aero,518
6204,Santiago del estero aero,Rio cuarto aero,592
6205,Santiago del estero aero,Roque saenz pena,393
6206,Santiago del estero aero,Rosario aero,665
6207,Santiago del estero aero,Salta aero,345
6208,Santiago del estero aero,San juan,558
6209,Santiago del estero aero,San juan aero,581
6210,Santiago del estero aero,San luis aero,643
6211,Santiago del estero aero,San martin (mza),713
6212,Santiago del estero aero,San miguel,921
6213,Santiago del estero aero,San pedro,792
6214,Santiago del estero aero,San rafael aero,853
6215,Santiago del estero aero,Santa rosa aero,981
6216,Santiago del estero aero,Santiago del estero aero,0
6217,Santiago del estero aero,Sauce viejo aero,553
6218,Santiago del estero aero,Tandil aero,1155
6219,Santiago del estero aero,Tinogasta,323
6220,Santiago del estero aero,Tres arroyos,1238
6221,Santiago del estero aero,Unr-zavalla,670
6222,Santiago del estero aero,Villa dolores aero,473
6223,Santiago del estero aero,Villa mercedes,672
6224,Santiago del estero aero,Villa reynolds aero,670
6225,Sauce viejo aero,9 de julio,414
6226,Sauce viejo aero,Aeroparque aero,387
6227,Sauce viejo aero,Anguil,607
6228,Sauce viejo aero,Bahia blanca aero,788
6229,Sauce viejo aero,Balcarce,709
6230,Sauce viejo aero,Barrow,736
6231,Sauce viejo aero,Bella vista,407
6232,Sauce viejo aero,Bordenave,711
6233,Sauce viejo aero,Buenos aires,386
6234,Sauce viejo aero,Castelar,6071
6235,Sauce viejo aero,Catamarca aero,588
6236,Sauce viejo aero,Ceres aero,230
6237,Sauce viejo aero,Cerro azul,688
6238,Sauce viejo aero,Colonia benitez,510
6239,Sauce viejo aero,Conc. del uruguay,6295
6240,Sauce viejo aero,Concordia aero,270
6241,Sauce viejo aero,Cordoba aero,325
6242,Sauce viejo aero,Cordoba observatorio,322
6243,Sauce viejo aero,Coronel suarez aero,645
6244,Sauce viejo aero,Corrientes aero,513
6245,Sauce viejo aero,Dolores aero,586
6246,Sauce viejo aero,Ezeiza aero,404
6247,Sauce viejo aero,Famailla,683
6248,Sauce viejo aero,Formosa aero,661
6249,Sauce viejo aero,General pico aero,519
6250,Sauce viejo aero,Gualeguaychu aero,252
6251,Sauce viejo aero,Hilario ascasubi,868
6252,Sauce viejo aero,Iguazu aero,906
6253,Sauce viejo aero,Jujuy aero,916
6254,Sauce viejo aero,Junin aero,315
6255,Sauce viejo aero,La consulta,808
6256,Sauce viejo aero,La plata aero,452
6257,Sauce viejo aero,La rioja aero,628
6258,Sauce viejo aero,Laboulaye aero,359
6259,Sauce viejo aero,Laquiaca obs.,1168
6260,Sauce viejo aero,Las brenas,513
6261,Sauce viejo aero,Las lomitas,779
6262,Sauce viejo aero,Malargue aero,913
6263,Sauce viejo aero,Manfredi,280
6264,Sauce viejo aero,Mar del plata aero,751
6265,Sauce viejo aero,Marcos juarez,163
6266,Sauce viejo aero,Marcos juarez aero,165
6267,Sauce viejo aero,Mendoza aero,761
6268,Sauce viejo aero,Mendoza observatorio,768
6269,Sauce viejo aero,Mercedad (ctes),388
6270,Sauce viejo aero,Monte caseros aero,341
6271,Sauce viejo aero,Neuquen aero,1043
6272,Sauce viejo aero,Oliveros,93
6273,Sauce viejo aero,Oran aero,1013
6274,Sauce viejo aero,Parana,15238
6275,Sauce viejo aero,Parana aero,32
6276,Sauce viejo aero,Paso de los libres aero,415
6277,Sauce viejo aero,Pehuajo aero,469
6278,Sauce viejo aero,Pergamino,248
6279,Sauce viejo aero,Pigue aero,671
6280,Sauce viejo aero,Pilar obs.,290
6281,Sauce viejo aero,Posadas aero,670
6282,Sauce viejo aero,Punta indio b.a.,515
6283,Sauce viejo aero,Rafaela,91
6284,Sauce viejo aero,Reconquista,300
6285,Sauce viejo aero,Reconquista aero,299
6286,Sauce viejo aero,Resistencia aero,504
6287,Sauce viejo aero,Rio cuarto aero,359
6288,Sauce viejo aero,Roque saenz pena,539
6289,Sauce viejo aero,Rosario aero,134
6290,Sauce viejo aero,Salta aero,890
6291,Sauce viejo aero,San juan,712
6292,Sauce viejo aero,San juan aero,720
6293,Sauce viejo aero,San luis aero,547
6294,Sauce viejo aero,San martin (mza),734
6295,Sauce viejo aero,San miguel,369
6296,Sauce viejo aero,San pedro,243
6297,Sauce viejo aero,San rafael aero,775
6298,Sauce viejo aero,Santa rosa aero,629
6299,Sauce viejo aero,Santiago del estero aero,553
6300,Sauce viejo aero,Sauce viejo aero,0
6301,Sauce viejo aero,Tandil aero,631
6302,Sauce viejo aero,Tinogasta,769
6303,Sauce viejo aero,Tres arroyos,744
6304,Sauce viejo aero,Unr-zavalla,145
6305,Sauce viejo aero,Villa dolores aero,410
6306,Sauce viejo aero,Villa mercedes,490
6307,Sauce viejo aero,Villa reynolds aero,481
6308,Tandil aero,9 de julio,248
6309,Tandil aero,Aeroparque aero,307
6310,Tandil aero,Anguil,429
6311,Tandil aero,Bahia blanca aero,303
6312,Tandil aero,Balcarce,100
6313,Tandil aero,Barrow,149
6314,Tandil aero,Bella vista,980
6315,Tandil aero,Bordenave,340
6316,Tandil aero,Buenos aires,302
6317,Tandil aero,Castelar,5611
6318,Tandil aero,Catamarca aero,1136
6319,Tandil aero,Ceres aero,856
6320,Tandil aero,Cerro azul,1124
6321,Tandil aero,Colonia benitez,1092
6322,Tandil aero,Conc. del uruguay,5677
6323,Tandil aero,Concordia aero,670
6324,Tandil aero,Cordoba aero,801
6325,Tandil aero,Cordoba observatorio,791
6326,Tandil aero,Coronel suarez aero,235
6327,Tandil aero,Corrientes aero,1089
6328,Tandil aero,Dolores aero,169
6329,Tandil aero,Ezeiza aero,277
6330,Tandil aero,Famailla,1272
6331,Tandil aero,Formosa aero,1230
6332,Tandil aero,General pico aero,439
6333,Tandil aero,Gualeguaychu aero,473
6334,Tandil aero,Hilario ascasubi,378
6335,Tandil aero,Iguazu aero,1356
6336,Tandil aero,Jujuy aero,1534
6337,Tandil aero,Junin aero,335
6338,Tandil aero,La consulta,975
6339,Tandil aero,La plata aero,280
6340,Tandil aero,La rioja aero,1119
6341,Tandil aero,Laboulaye aero,507
6342,Tandil aero,Laquiaca obs.,1790
6343,Tandil aero,Las brenas,1140
6344,Tandil aero,Las lomitas,1400
6345,Tandil aero,Malargue aero,945
6346,Tandil aero,Manfredi,731
6347,Tandil aero,Mar del plata aero,165
6348,Tandil aero,Marcos juarez,570
6349,Tandil aero,Marcos juarez aero,572
6350,Tandil aero,Mendoza aero,998
6351,Tandil aero,Mendoza observatorio,1000
6352,Tandil aero,Mercedad (ctes),904
6353,Tandil aero,Monte caseros aero,788
6354,Tandil aero,Neuquen aero,801
6355,Tandil aero,Oliveros,541
6356,Tandil aero,Oran aero,1640
6357,Tandil aero,Parana,14640
6358,Tandil aero,Parana aero,616
6359,Tandil aero,Paso de los libres aero,861
6360,Tandil aero,Pehuajo aero,281
6361,Tandil aero,Pergamino,386
6362,Tandil aero,Pigue aero,281
6363,Tandil aero,Pilar obs.,750
6364,Tandil aero,Posadas aero,1137
6365,Tandil aero,Punta indio b.a.,282
6366,Tandil aero,Rafaela,706
6367,Tandil aero,Reconquista,897
6368,Tandil aero,Reconquista aero,894
6369,Tandil aero,Resistencia aero,1089
6370,Tandil aero,Rio cuarto aero,649
6371,Tandil aero,Roque saenz pena,1158
6372,Tandil aero,Rosario aero,500
6373,Tandil aero,Salta aero,1500
6374,Tandil aero,San juan,1058
6375,Tandil aero,San juan aero,1051
6376,Tandil aero,San luis aero,781
6377,Tandil aero,San martin (mza),957
6378,Tandil aero,San miguel,303
6379,Tandil aero,San pedro,397
6380,Tandil aero,San rafael aero,875
6381,Tandil aero,Santa rosa aero,453
6382,Tandil aero,Santiago del estero aero,1155
6383,Tandil aero,Sauce viejo aero,631
6384,Tandil aero,Tandil aero,0
6385,Tandil aero,Tinogasta,1285
6386,Tandil aero,Tres arroyos,159
6387,Tandil aero,Unr-zavalla,492
6388,Tandil aero,Villa dolores aero,798
6389,Tandil aero,Villa mercedes,687
6390,Tandil aero,Villa reynolds aero,678
6391,Tinogasta,9 de julio,1037
6392,Tinogasta,Aeroparque aero,1132
6393,Tinogasta,Anguil,999
6394,Tinogasta,Bahia blanca aero,1289
6395,Tinogasta,Balcarce,1382
6396,Tinogasta,Barrow,1330
6397,Tinogasta,Bella vista,849
6398,Tinogasta,Bordenave,1170
6399,Tinogasta,Buenos aires,1129
6400,Tinogasta,Castelar,6837
6401,Tinogasta,Catamarca aero,189
6402,Tinogasta,Ceres aero,586
6403,Tinogasta,Cerro azul,1194
6404,Tinogasta,Colonia benitez,853
6405,Tinogasta,Conc. del uruguay,6719
6406,Tinogasta,Concordia aero,993
6407,Tinogasta,Cordoba aero,488
6408,Tinogasta,Cordoba observatorio,497
6409,Tinogasta,Coronel suarez aero,1173
6410,Tinogasta,Corrientes aero,870
6411,Tinogasta,Dolores aero,1305
6412,Tinogasta,Ezeiza aero,1140
6413,Tinogasta,Famailla,239
6414,Tinogasta,Formosa aero,947
6415,Tinogasta,General pico aero,923
6416,Tinogasta,Gualeguaychu aero,1020
6417,Tinogasta,Hilario ascasubi,1341
6418,Tinogasta,Iguazu aero,1323
6419,Tinogasta,Jujuy aero,476
6420,Tinogasta,Junin aero,960
6421,Tinogasta,La consulta,649
6422,Tinogasta,La plata aero,1197
6423,Tinogasta,La rioja aero,167
6424,Tinogasta,Laboulaye aero,787
6425,Tinogasta,Laquiaca obs.,689
6426,Tinogasta,Las brenas,647
6427,Tinogasta,Las lomitas,788
6428,Tinogasta,Malargue aero,848
6429,Tinogasta,Manfredi,557
6430,Tinogasta,Mar del plata aero,1440
6431,Tinogasta,Marcos juarez,735
6432,Tinogasta,Marcos juarez aero,732
6433,Tinogasta,Mendoza aero,545
6434,Tinogasta,Mendoza observatorio,553
6435,Tinogasta,Mercedad (ctes),941
6436,Tinogasta,Monte caseros aero,996
6437,Tinogasta,Neuquen aero,1214
6438,Tinogasta,Oliveros,817
6439,Tinogasta,Oran aero,633
6440,Tinogasta,Parana,15498
6441,Tinogasta,Parana aero,801
6442,Tinogasta,Paso de los libres aero,1031
6443,Tinogasta,Pehuajo aero,1021
6444,Tinogasta,Pergamino,936
6445,Tinogasta,Pigue aero,1168
6446,Tinogasta,Pilar obs.,539
6447,Tinogasta,Posadas aero,1144
6448,Tinogasta,Punta indio b.a.,1264
6449,Tinogasta,Rafaela,679
6450,Tinogasta,Reconquista,779
6451,Tinogasta,Reconquista aero,780
6452,Tinogasta,Resistencia aero,841
6453,Tinogasta,Rio cuarto aero,644
6454,Tinogasta,Roque saenz pena,715
6455,Tinogasta,Rosario aero,847
6456,Tinogasta,Salta aero,412
6457,Tinogasta,San juan,377
6458,Tinogasta,San juan aero,400
6459,Tinogasta,San luis aero,593
6460,Tinogasta,San martin (mza),566
6461,Tinogasta,San miguel,1108
